CustomerID,Country,JoinDate,Recency,Frequency,Monetary,AvgOrderValue,ChurnLabel,TotalItems,UniqueProducts,TotalOrders,FirstOrderDate,LastOrderDate,CustomerLifespanDays,Region,AvgQuantityPerOrder,AvgPricePerItem
12399,Belgium,2010-03-05,120,7,1962.3,280.33,0,2198.0,67,7,2010-03-05,2011-08-12,525,Europe,314.0,0.89
12400,Australia,2010-10-21,415,1,205.25,205.25,1,91.0,11,1,2010-10-21,2010-10-21,0,Oceania,91.0,2.26
12401,Belgium,2011-02-09,304,1,84.3,84.3,1,11.0,5,1,2011-02-09,2011-02-09,0,Europe,11.0,7.66
12402,Belgium,2010-02-07,324,6,1256.9,209.48,1,584.0,43,6,2010-02-07,2011-01-20,347,Europe,97.33,2.15
12403,Denmark,2010-07-06,50,2,1019.36,509.68,0,260.0,5,2,2010-07-06,2011-10-21,472,Europe,130.0,3.92
12404,Finland,2010-01-26,683,1,63.24,63.24,1,1.0,1,1,2010-01-26,2010-01-26,0,Europe,1.0,63.24
12405,Finland,2011-07-14,149,1,1710.39,1710.39,1,857.0,54,1,2011-07-14,2011-07-14,0,Europe,857.0,2.0
12406,Denmark,2010-01-11,23,5,6390.36,1278.07,0,3416.0,114,5,2010-01-11,2011-11-17,675,Europe,683.2,1.87
12407,Belgium,2011-03-20,50,5,1708.12,341.62,0,1416.0,57,5,2011-03-20,2011-10-21,215,Europe,283.2,1.21
12408,Belgium,2010-07-29,33,8,4340.77,542.6,0,2229.0,104,8,2010-07-29,2011-11-07,466,Europe,278.63,1.95
12409,Switzerland,2010-05-23,79,7,23419.29,3345.61,0,13143.0,177,7,2010-05-23,2011-09-22,487,Europe,1877.57,1.78
12410,Switzerland,2010-07-25,309,3,1013.71,337.9,1,341.0,36,3,2010-07-25,2011-02-04,194,Europe,113.67,2.97
12411,Australia,2010-10-26,410,1,346.9,346.9,1,138.0,22,1,2010-10-26,2010-10-26,0,Oceania,138.0,2.51
12412,Denmark,2010-06-18,75,6,2596.93,432.82,0,1997.0,82,6,2010-06-18,2011-09-26,465,Europe,332.83,1.3
12413,France,2010-11-02,67,4,999.45,249.86,0,319.0,41,4,2010-11-02,2011-10-04,336,Europe,79.75,3.13
12414,Austria,2010-09-02,218,6,952.41,158.74,1,495.0,21,6,2010-09-02,2011-05-06,246,Europe,82.5,1.92
12415,Australia,2010-06-30,25,28,144458.37,5159.23,0,91447.0,498,28,2010-06-30,2011-11-15,503,Oceania,3265.96,1.58
12416,Australia,2010-02-21,657,1,202.56,202.56,1,132.0,11,1,2010-02-21,2010-02-21,0,Oceania,132.0,1.53
12417,Belgium,2009-12-06,4,20,6797.41,339.87,0,2884.0,270,20,2009-12-06,2011-12-06,730,Europe,144.2,2.36
12418,Switzerland,2010-03-19,113,4,2021.2,505.3,0,1088.0,90,4,2010-03-19,2011-08-19,518,Europe,272.0,1.86
12419,Spain,2010-10-22,386,2,503.01,251.51,1,231.0,23,2,2010-10-22,2010-11-19,28,Europe,115.5,2.18
12420,Cyprus,2011-10-07,64,1,600.39,600.39,0,345.0,29,1,2011-10-07,2011-10-07,0,Europe,345.0,1.74
12421,Spain,2010-07-22,16,6,1098.6,183.1,0,652.0,44,6,2010-07-22,2011-11-24,490,Europe,108.67,1.68
12422,Switzerland,2009-12-18,96,17,5231.8,307.75,0,2596.0,137,17,2009-12-18,2011-09-05,626,Europe,152.71,2.02
12423,Belgium,2010-08-31,1,10,2622.39,262.24,0,1793.0,128,10,2010-08-31,2011-12-09,465,Europe,179.3,1.46
12424,Australia,2010-06-09,163,4,3340.03,835.01,0,2025.0,78,4,2010-06-09,2011-06-30,386,Oceania,506.25,1.65
12425,Portugal,2010-09-17,79,2,1741.41,870.71,0,1147.0,87,2,2010-09-17,2011-09-22,370,Europe,573.5,1.52
12426,Germany,2010-02-15,195,2,1345.21,672.61,1,584.0,73,2,2010-02-15,2011-05-29,468,Europe,292.0,2.3
12427,Germany,2010-12-03,22,3,825.8,275.27,0,533.0,26,3,2010-12-03,2011-11-18,350,Europe,177.67,1.55
12428,Finland,2011-03-01,26,9,7956.46,884.05,0,3536.0,258,9,2011-03-01,2011-11-14,258,Europe,392.89,2.25
12429,Denmark,2010-06-11,10,8,6204.41,775.55,0,2890.0,124,8,2010-06-11,2011-11-30,537,Europe,361.25,2.15
12430,Norway,2011-10-27,44,1,256.4,256.4,0,117.0,11,1,2011-10-27,2011-10-27,0,Europe,117.0,2.19
12431,Australia,2010-01-15,36,27,10432.22,386.38,0,4600.0,244,27,2010-01-15,2011-11-04,658,Oceania,170.37,2.27
12432,Norway,2011-06-20,43,5,5059.32,1011.86,0,1801.0,107,5,2011-06-20,2011-10-28,130,Europe,360.2,2.81
12433,Norway,2010-08-20,1,10,16794.14,1679.41,0,13534.0,285,10,2010-08-20,2011-12-09,476,Europe,1353.4,1.24
12434,Australia,2010-11-23,85,3,1103.43,367.81,0,532.0,62,3,2010-11-23,2011-09-16,297,Oceania,177.33,2.07
12435,Denmark,2009-12-02,80,6,13925.93,2320.99,0,4958.0,88,6,2009-12-02,2011-09-21,658,Europe,826.33,2.81
12436,Norway,2011-09-01,100,1,509.01,509.01,1,211.0,16,1,2011-09-01,2011-09-01,0,Europe,211.0,2.41
12437,France,2009-12-02,2,39,12683.4,325.22,0,8000.0,273,39,2009-12-02,2011-12-08,736,Europe,205.13,1.59
12438,Norway,2011-07-22,15,2,2906.85,1453.43,0,1180.0,84,2,2011-07-22,2011-11-25,126,Europe,590.0,2.46
12439,Cyprus,2009-12-14,683,2,1142.88,571.44,1,478.0,69,2,2009-12-14,2010-01-26,43,Europe,239.0,2.39
12440,Austria,2009-12-22,463,2,859.2,429.6,1,331.0,21,2,2009-12-22,2010-09-03,255,Europe,165.5,2.6
12441,France,2010-12-08,367,1,173.55,173.55,1,121.0,11,1,2010-12-08,2010-12-08,0,Europe,121.0,1.43
12442,Spain,2011-12-06,4,1,172.06,172.06,0,182.0,12,1,2011-12-06,2011-12-06,0,Europe,182.0,0.95
12443,Norway,2009-12-07,733,1,485.31,485.31,1,182.0,21,1,2009-12-07,2009-12-07,0,Europe,182.0,2.67
12444,Norway,2011-06-21,22,5,5005.46,1001.09,0,1153.0,138,5,2011-06-21,2011-11-18,150,Europe,230.6,4.34
12445,Spain,2010-10-15,23,2,434.98,217.49,0,206.0,24,2,2010-10-15,2011-11-17,398,Europe,103.0,2.11
12446,RSA,2011-10-13,58,1,1002.31,1002.31,0,351.0,57,1,2011-10-13,2011-10-13,0,Africa,351.0,2.86
12447,Belgium,2011-04-10,244,1,476.49,476.49,1,190.0,26,1,2011-04-10,2011-04-10,0,Europe,190.0,2.51
12448,Spain,2011-10-26,45,1,449.45,449.45,0,243.0,22,1,2011-10-26,2011-10-26,0,Europe,243.0,1.85
12449,Belgium,2010-09-27,23,6,4835.89,805.98,0,2282.0,125,6,2010-09-27,2011-11-17,416,Europe,380.33,2.12
12450,Spain,2010-08-22,157,5,688.2,137.64,0,442.0,31,5,2010-08-22,2011-07-06,318,Europe,88.4,1.56
12451,Switzerland,2010-06-28,11,8,12669.88,1583.74,0,9359.0,352,8,2010-06-28,2011-11-29,519,Europe,1169.88,1.35
12452,Switzerland,2011-11-23,17,2,430.57,215.29,0,185.0,21,2,2011-11-23,2011-11-23,0,Europe,92.5,2.33
12453,Austria,2011-07-28,135,1,707.09,707.09,1,473.0,43,1,2011-07-28,2011-07-28,0,Europe,473.0,1.49
12454,Spain,2010-10-14,57,5,16679.78,3335.96,0,7703.0,24,5,2010-10-14,2011-10-14,365,Europe,1540.6,2.17
12455,Cyprus,2009-12-18,74,10,5879.95,588.0,0,3302.0,199,10,2009-12-18,2011-09-27,648,Europe,330.2,1.78
12456,Switzerland,2011-03-30,45,3,3181.04,1060.35,0,1633.0,105,3,2011-03-30,2011-10-26,210,Europe,544.33,1.95
12457,Switzerland,2010-09-30,67,8,2995.91,374.49,0,1094.0,63,8,2010-09-30,2011-10-04,369,Europe,136.75,2.74
12458,Switzerland,2010-08-09,72,4,1777.49,444.37,0,986.0,71,4,2010-08-09,2011-09-29,416,Europe,246.5,1.8
12459,Spain,2010-04-13,606,1,454.36,454.36,1,258.0,23,1,2010-04-13,2010-04-13,0,Europe,258.0,1.76
12460,Belgium,2010-09-09,457,1,326.65,326.65,1,170.0,18,1,2010-09-09,2010-09-09,0,Europe,170.0,1.92
12461,Switzerland,2011-07-08,95,2,826.88,413.44,1,287.0,35,2,2011-07-08,2011-09-06,60,Europe,143.5,2.88
12462,Spain,2011-02-09,19,2,1189.59,594.8,0,536.0,51,2,2011-02-09,2011-11-21,285,Europe,268.0,2.22
12463,Belgium,2011-04-12,54,4,1344.78,336.2,0,776.0,65,4,2011-04-12,2011-10-17,188,Europe,194.0,1.73
12464,Belgium,2011-02-03,11,8,1212.05,151.51,0,112.0,6,8,2011-02-03,2011-11-29,299,Europe,14.0,10.82
12465,Belgium,2011-06-23,18,2,742.19,371.1,0,479.0,46,2,2011-06-23,2011-11-22,152,Europe,239.5,1.55
12466,France,2010-01-26,683,1,56.73,56.73,1,1.0,1,1,2010-01-26,2010-01-26,0,Europe,1.0,56.73
12467,USA,2010-10-12,424,1,132.8,132.8,1,129.0,9,1,2010-10-12,2010-10-12,0,North America,129.0,1.03
12468,Germany,2010-01-26,188,5,3670.74,734.15,1,2201.0,127,5,2010-01-26,2011-06-05,495,Europe,440.2,1.67
12469,Thailand,2010-06-21,523,2,3070.54,1535.27,1,2552.0,76,2,2010-06-21,2010-07-05,14,Other,1276.0,1.2
12470,Unspecified,2010-01-19,690,1,211.95,211.95,1,95.0,23,1,2010-01-19,2010-01-19,0,Other,95.0,2.23
12471,Germany,2009-12-07,3,79,39918.19,505.29,0,16858.0,255,79,2009-12-07,2011-12-07,730,Europe,213.39,2.37
12472,Germany,2009-12-14,33,19,16249.29,855.23,0,10378.0,397,19,2009-12-14,2011-11-07,693,Europe,546.21,1.57
12473,Germany,2011-06-01,30,5,3928.05,785.61,0,2414.0,140,5,2011-06-01,2011-11-10,162,Europe,482.8,1.63
12474,Germany,2010-02-11,18,31,12372.75,399.12,0,7940.0,369,31,2010-02-11,2011-11-22,649,Europe,256.13,1.56
12475,Germany,2010-10-26,54,2,1149.64,574.82,0,771.0,54,2,2010-10-26,2011-10-17,356,Europe,385.5,1.49
12476,Germany,2010-07-26,16,23,14083.91,612.34,0,5631.0,358,23,2010-07-26,2011-11-24,486,Europe,244.83,2.5
12477,Germany,2010-03-26,23,9,20276.37,2252.93,0,6119.0,295,9,2010-03-26,2011-11-17,601,Europe,679.89,3.31
12478,Greece,2011-12-06,4,1,680.99,680.99,0,236.0,36,1,2011-12-06,2011-12-06,0,Europe,236.0,2.89
12479,Germany,2011-11-28,12,1,527.2,527.2,0,385.0,31,1,2011-11-28,2011-11-28,0,Europe,385.0,1.37
12480,Germany,2010-07-20,29,7,5464.85,780.69,0,2952.0,177,7,2010-07-20,2011-11-11,479,Europe,421.71,1.85
12481,Germany,2010-04-11,23,15,12185.51,812.37,0,7158.0,248,15,2010-04-11,2011-11-17,585,Europe,477.2,1.7
12482,Sweden,2010-02-24,577,29,23691.4,816.94,1,27042.0,42,29,2010-02-24,2010-05-12,77,Europe,932.48,0.88
12483,Sweden,2010-01-31,18,19,5097.18,268.27,0,2160.0,68,19,2010-01-31,2011-11-22,660,Europe,113.68,2.36
12484,Spain,2010-01-27,33,12,6354.1,529.51,0,3266.0,329,12,2010-01-27,2011-11-07,649,Europe,272.17,1.95
12485,Sweden,2010-06-28,530,1,708.1,708.1,1,414.0,34,1,2010-06-28,2010-06-28,0,Europe,414.0,1.71
12486,Sweden,2010-10-04,432,1,1037.28,1037.28,1,523.0,49,1,2010-10-04,2010-10-04,0,Europe,523.0,1.98
12487,Sweden,2009-12-09,731,1,285.3,285.3,1,174.0,2,1,2009-12-09,2009-12-09,0,Europe,174.0,1.64
12488,France,2011-09-25,10,3,1298.66,432.89,0,529.0,46,3,2011-09-25,2011-11-30,66,Europe,176.33,2.45
12489,France,2011-01-07,337,1,334.93,334.93,1,105.0,15,1,2011-01-07,2011-01-07,0,Europe,105.0,3.19
12490,France,2009-12-01,6,21,9823.64,467.79,0,5906.0,195,21,2009-12-01,2011-12-04,733,Europe,281.24,1.66
12491,France,2011-11-01,39,1,460.4,460.4,0,260.0,25,1,2011-11-01,2011-11-01,0,Europe,260.0,1.77
12492,Germany,2010-11-01,64,3,715.21,238.4,0,444.0,38,3,2010-11-01,2011-10-07,340,Europe,148.0,1.61
12493,France,2011-05-26,166,2,433.74,216.87,1,207.0,20,2,2011-05-26,2011-06-27,32,Europe,103.5,2.1
12494,France,2010-05-12,16,9,1815.27,201.7,0,979.0,83,9,2010-05-12,2011-11-24,561,Europe,108.78,1.85
12495,Sweden,2010-03-09,641,1,357.4,357.4,1,130.0,17,1,2010-03-09,2010-03-09,0,Europe,130.0,2.75
12496,Spain,2010-03-29,621,2,45.34,22.67,1,30.0,10,2,2010-03-29,2010-03-29,0,Europe,15.0,1.51
12497,Germany,2010-03-05,82,3,6248.5,2082.83,0,5685.0,41,3,2010-03-05,2011-09-19,563,Europe,1895.0,1.1
12498,Germany,2011-10-13,22,3,403.7,134.57,0,159.0,21,3,2011-10-13,2011-11-18,36,Europe,53.0,2.54
12499,Germany,2010-05-28,561,1,393.72,393.72,1,302.0,27,1,2010-05-28,2010-05-28,0,Europe,302.0,1.3
12500,Germany,2010-02-04,24,19,5955.21,313.43,0,3377.0,88,19,2010-02-04,2011-11-16,650,Europe,177.74,1.76
12501,Germany,2011-01-07,337,1,2169.39,2169.39,1,1783.0,149,1,2011-01-07,2011-01-07,0,Europe,1783.0,1.22
12502,Spain,2011-02-03,96,5,3723.87,744.77,0,820.0,102,5,2011-02-03,2011-09-05,214,Europe,164.0,4.54
12503,Spain,2010-05-04,585,1,1126.0,1126.0,1,561.0,2,1,2010-05-04,2010-05-04,0,Europe,561.0,2.01
12504,Germany,2010-04-22,19,4,779.05,194.76,0,458.0,11,4,2010-04-22,2011-11-21,578,Europe,114.5,1.7
12505,Italy,2010-10-27,409,1,955.2,955.2,1,324.0,42,1,2010-10-27,2010-10-27,0,Europe,324.0,2.95
12506,France,2011-04-21,233,1,73.5,73.5,1,23.0,23,1,2011-04-21,2011-04-21,0,Europe,23.0,3.2
12507,Spain,2010-05-04,135,4,1844.06,461.02,0,1256.0,46,4,2010-05-04,2011-07-28,450,Europe,314.0,1.47
12508,France,2011-11-10,27,2,397.88,198.94,0,271.0,57,2,2011-11-10,2011-11-13,3,Europe,135.5,1.47
12509,France,2011-02-28,285,1,176.5,176.5,1,55.0,7,1,2011-02-28,2011-02-28,0,Europe,55.0,3.21
12510,Spain,2009-12-04,143,9,5178.02,575.34,0,2049.0,94,9,2009-12-04,2011-07-20,593,Europe,227.67,2.53
12511,Greece,2010-10-07,429,1,3084.02,3084.02,1,1753.0,190,1,2010-10-07,2010-10-07,0,Europe,1753.0,1.76
12512,Israel,2011-10-04,67,2,132.18,66.09,0,96.0,31,2,2011-10-04,2011-10-04,0,Middle East,48.0,1.38
12513,France,2011-08-19,113,1,612.29,612.29,1,462.0,35,1,2011-08-19,2011-08-19,0,Europe,462.0,1.33
12514,Italy,2010-03-08,268,2,1597.76,798.88,1,840.0,76,2,2010-03-08,2011-03-17,374,Europe,420.0,1.9
12515,Italy,2010-12-21,354,1,383.7,383.7,1,131.0,16,1,2010-12-21,2010-12-21,0,Europe,131.0,2.93
12516,Germany,2010-04-19,78,4,2648.62,662.16,0,1952.0,49,4,2010-04-19,2011-09-23,522,Europe,488.0,1.36
12517,Germany,2011-06-02,29,5,2481.6,496.32,0,1361.0,232,5,2011-06-02,2011-11-11,162,Europe,272.2,1.82
12518,Germany,2011-08-21,1,5,2056.89,411.38,0,1318.0,84,5,2011-08-21,2011-12-09,110,Europe,263.6,1.56
12519,Germany,2010-08-20,64,2,716.54,358.27,0,387.0,34,2,2010-08-20,2011-10-07,413,Europe,193.5,1.85
12520,Germany,2011-03-11,80,5,2634.26,526.85,0,1439.0,121,5,2011-03-11,2011-09-21,194,Europe,287.8,1.83
12521,Germany,2011-07-20,143,1,599.68,599.68,1,309.0,38,1,2011-07-20,2011-07-20,0,Europe,309.0,1.94
12522,Germany,2011-10-19,40,2,192.72,96.36,0,194.0,11,2,2011-10-19,2011-10-31,12,Europe,97.0,0.99
12523,France,2009-12-07,20,23,4352.35,189.23,0,2263.0,176,23,2009-12-07,2011-11-20,713,Europe,98.39,1.92
12524,Germany,2010-02-08,10,17,11126.11,654.48,0,7178.0,157,17,2010-02-08,2011-11-30,660,Europe,422.24,1.55
12525,France,2010-03-02,499,3,973.73,324.58,1,509.0,56,3,2010-03-02,2010-07-29,149,Europe,169.67,1.91
12526,Germany,2011-09-06,1,3,1316.66,438.89,0,632.0,64,3,2011-09-06,2011-12-09,94,Europe,210.67,2.08
12527,Germany,2010-06-28,82,5,735.51,147.1,0,526.0,26,5,2010-06-28,2011-09-19,448,Europe,105.2,1.4
12528,Germany,2011-01-31,10,6,1933.48,322.25,0,756.0,50,6,2011-01-31,2011-11-30,303,Europe,126.0,2.56
12529,France,2010-06-29,529,1,316.48,316.48,1,192.0,21,1,2010-06-29,2010-06-29,0,Europe,192.0,1.65
12530,Germany,2010-03-07,60,9,3759.26,417.7,0,2713.0,94,9,2010-03-07,2011-10-11,583,Europe,301.44,1.39
12531,Germany,2010-01-22,15,2,1933.2,966.6,0,1119.0,126,2,2010-01-22,2011-11-25,672,Europe,559.5,1.73
12532,France,2011-11-09,31,1,349.83,349.83,0,153.0,16,1,2011-11-09,2011-11-09,0,Europe,153.0,2.29
12533,Germany,2009-12-01,628,2,1367.89,683.95,1,704.0,63,2,2009-12-01,2010-03-22,111,Europe,352.0,1.94
12534,Germany,2011-08-01,131,1,1089.18,1089.18,1,651.0,63,1,2011-08-01,2011-08-01,0,Europe,651.0,1.67
12535,France,2011-06-06,92,2,716.35,358.18,1,219.0,28,2,2011-06-06,2011-09-09,95,Europe,109.5,3.27
12536,France,2011-10-11,44,3,12601.83,4200.61,0,2803.0,260,3,2011-10-11,2011-10-27,16,Europe,934.33,4.5
12537,Sweden,2010-10-27,409,1,732.94,732.94,1,449.0,43,1,2010-10-27,2010-10-27,0,Europe,449.0,1.63
12538,Spain,2010-11-26,30,2,640.45,320.23,0,336.0,33,2,2010-11-26,2011-11-10,349,Europe,168.0,1.91
12539,Spain,2009-12-23,23,7,11214.75,1602.11,0,4535.0,276,7,2009-12-23,2011-11-17,694,Europe,647.86,2.47
12540,Spain,2009-12-07,20,33,22254.49,674.38,0,11019.0,354,33,2009-12-07,2011-11-20,713,Europe,333.91,2.02
12541,Spain,2011-03-04,30,3,981.18,327.06,0,680.0,46,3,2011-03-04,2011-11-10,251,Europe,226.67,1.44
12542,Spain,2010-03-09,485,2,481.88,240.94,1,522.0,39,2,2010-03-09,2010-08-12,156,Europe,261.0,0.92
12543,Spain,2010-09-17,449,1,980.25,980.25,1,688.0,43,1,2010-09-17,2010-09-17,0,Europe,688.0,1.42
12544,Spain,2011-11-03,37,1,372.7,372.7,0,136.0,19,1,2011-11-03,2011-11-03,0,Europe,136.0,2.74
12545,Spain,2011-03-25,76,2,1000.39,500.2,0,523.0,42,2,2011-03-25,2011-09-25,184,Europe,261.5,1.91
12546,Spain,2011-09-23,47,2,1161.5,580.75,0,633.0,59,2,2011-09-23,2011-10-24,31,Europe,316.5,1.83
12547,Spain,2010-07-27,198,3,383.58,127.86,1,309.0,13,3,2010-07-27,2011-05-26,303,Europe,103.0,1.24
12548,Spain,2011-06-26,167,1,95.2,95.2,1,49.0,5,1,2011-06-26,2011-06-26,0,Europe,49.0,1.94
12549,USA,2010-01-11,576,6,1575.68,262.61,1,1366.0,38,6,2010-01-11,2010-05-13,122,North America,227.67,1.15
12550,Spain,2011-09-21,80,1,964.83,964.83,0,569.0,57,1,2011-09-21,2011-09-21,0,Europe,569.0,1.7
12551,Spain,2010-12-17,358,1,168.0,168.0,1,100.0,10,1,2010-12-17,2010-12-17,0,Europe,100.0,1.68
12552,Italy,2011-10-31,39,2,437.82,218.91,0,88.0,20,2,2011-10-31,2011-11-01,1,Europe,44.0,4.98
12553,France,2010-10-12,9,12,4608.75,384.06,0,2325.0,109,12,2010-10-12,2011-12-01,415,Europe,193.75,1.98
12554,Spain,2010-09-17,449,1,468.5,468.5,1,240.0,26,1,2010-09-17,2010-09-17,0,Europe,240.0,1.95
12555,Spain,2010-01-26,683,1,129.23,129.23,1,1.0,1,1,2010-01-26,2010-01-26,0,Europe,1.0,129.23
